2025-06-27 10:03:56.314 | SUCCESS  | adapters.download_file:download_index:36 - Download succesful from https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx
2025-06-27 10:12:38.952 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Jyseleca. Retrying...(2/5)
2025-06-27 10:12:38.984 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Apexelsin
2025-06-27 10:12:38.985 | INFO     | adapters.download_file:download_pdf:92 - Downloading 114/1477 : Qoyvolma
2025-06-27 10:12:39.023 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(1/5)
2025-06-27 10:12:39.295 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vokanamet. Retrying...(5/5)
2025-06-27 10:12:44.594 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Rozlytrek
2025-06-27 10:12:44.611 | INFO     | adapters.download_file:download_pdf:137 - Rozlytrek recorded in failed_urls_authorised.csv
2025-06-27 10:12:44.612 | INFO     | adapters.download_file:download_pdf:92 - Downloading 115/1477 : Bylvay
2025-06-27 10:12:44.807 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Bylvay
2025-06-27 10:12:44.808 | INFO     | adapters.download_file:download_pdf:92 - Downloading 116/1477 : Epruvy
2025-06-27 10:12:44.853 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Epruvy. Retrying...(1/5)
2025-06-27 10:12:51.304 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Vokanamet
2025-06-27 10:12:51.318 | INFO     | adapters.download_file:download_pdf:137 - Vokanamet recorded in failed_urls_authorised.csv
2025-06-27 10:12:51.318 | INFO     | adapters.download_file:download_pdf:92 - Downloading 117/1477 : Ranivisio
2025-06-27 10:12:51.646 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Ranivisio
2025-06-27 10:12:51.647 | INFO     | adapters.download_file:download_pdf:92 - Downloading 118/1477 : Eydenzelt
2025-06-27 10:12:51.685 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eydenzelt. Retrying...(1/5)
2025-06-27 10:12:52.702 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Zirabev. Retrying...(4/5)
2025-06-27 10:12:53.007 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Jyseleca. Retrying...(3/5)
2025-06-27 10:12:53.060 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(2/5)
2025-06-27 10:12:57.051 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Jyseleca. Retrying...(4/5)
2025-06-27 10:13:00.125 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(3/5)
2025-06-27 10:13:00.298 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Epruvy
2025-06-27 10:13:00.299 | INFO     | adapters.download_file:download_pdf:92 - Downloading 119/1477 : Zyprexa
2025-06-27 10:13:00.432 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Zyprexa
2025-06-27 10:13:00.433 | INFO     | adapters.download_file:download_pdf:92 - Downloading 120/1477 : Hbvaxpro
2025-06-27 10:13:00.472 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(1/5)
2025-06-27 10:13:00.734 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eydenzelt. Retrying...(2/5)
2025-06-27 10:13:00.759 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Zirabev. Retrying...(5/5)
2025-06-27 10:13:02.519 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(2/5)
2025-06-27 10:13:02.776 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eydenzelt. Retrying...(3/5)
2025-06-27 10:13:06.765 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Zirabev
2025-06-27 10:13:06.784 | INFO     | adapters.download_file:download_pdf:137 - Zirabev recorded in failed_urls_authorised.csv
2025-06-27 10:13:06.784 | INFO     | adapters.download_file:download_pdf:92 - Downloading 121/1477 : Tigecycline-accord
2025-06-27 10:13:06.841 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tigecycline-accord. Retrying...(1/5)
2025-06-27 10:13:11.258 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Jyseleca
2025-06-27 10:13:11.259 | INFO     | adapters.download_file:download_pdf:92 - Downloading 122/1477 : Efmody
2025-06-27 10:13:11.300 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Efmody. Retrying...(1/5)
2025-06-27 10:13:14.840 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eydenzelt. Retrying...(4/5)
2025-06-27 10:13:15.064 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Tigecycline-accord
2025-06-27 10:13:15.064 | INFO     | adapters.download_file:download_pdf:92 - Downloading 123/1477 : Ztalmy
2025-06-27 10:13:15.146 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Ztalmy
2025-06-27 10:13:15.147 | INFO     | adapters.download_file:download_pdf:92 - Downloading 124/1477 : Rivaroxaban-viatris
2025-06-27 10:13:15.167 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(4/5)
2025-06-27 10:13:15.186 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rivaroxaban-viatris. Retrying...(1/5)
2025-06-27 10:13:16.351 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Efmody. Retrying...(2/5)
2025-06-27 10:13:16.584 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(3/5)
2025-06-27 10:13:20.225 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(5/5)
2025-06-27 10:13:20.633 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(4/5)
2025-06-27 10:13:22.894 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eydenzelt. Retrying...(5/5)
2025-06-27 10:13:23.236 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Qoyvolma
2025-06-27 10:13:23.254 | INFO     | adapters.download_file:download_pdf:137 - Qoyvolma recorded in failed_urls_authorised.csv
2025-06-27 10:13:23.255 | INFO     | adapters.download_file:download_pdf:92 - Downloading 125/1477 : Spexotras
2025-06-27 10:13:23.294 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(1/5)
2025-06-27 10:13:25.237 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rivaroxaban-viatris. Retrying...(2/5)
2025-06-27 10:13:26.414 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Efmody. Retrying...(3/5)
2025-06-27 10:13:28.360 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(2/5)
2025-06-27 10:13:31.284 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rivaroxaban-viatris. Retrying...(3/5)
2025-06-27 10:13:32.680 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(5/5)
2025-06-27 10:13:33.419 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(3/5)
2025-06-27 10:13:35.465 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Efmody. Retrying...(4/5)
2025-06-27 10:13:36.909 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Eydenzelt
2025-06-27 10:13:36.928 | INFO     | adapters.download_file:download_pdf:137 - Eydenzelt recorded in failed_urls_authorised.csv
2025-06-27 10:13:36.929 | INFO     | adapters.download_file:download_pdf:92 - Downloading 126/1477 : Finlee
2025-06-27 10:13:36.967 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Finlee. Retrying...(1/5)
2025-06-27 10:13:37.459 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(4/5)
2025-06-27 10:13:37.505 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Efmody. Retrying...(5/5)
2025-06-27 10:13:38.350 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rivaroxaban-viatris. Retrying...(4/5)
2025-06-27 10:13:42.022 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Finlee. Retrying...(2/5)
2025-06-27 10:13:42.517 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Efmody
2025-06-27 10:13:42.535 | INFO     | adapters.download_file:download_pdf:137 - Efmody recorded in failed_urls_authorised.csv
2025-06-27 10:13:42.536 | INFO     | adapters.download_file:download_pdf:92 - Downloading 127/1477 : Roclanda
2025-06-27 10:13:42.574 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Roclanda. Retrying...(1/5)
2025-06-27 10:13:44.412 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rivaroxaban-viatris. Retrying...(5/5)
2025-06-27 10:13:45.696 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Hbvaxpro
2025-06-27 10:13:45.715 | INFO     | adapters.download_file:download_pdf:137 - Hbvaxpro recorded in failed_urls_authorised.csv
2025-06-27 10:13:45.716 | INFO     | adapters.download_file:download_pdf:92 - Downloading 128/1477 : Tecvayli
2025-06-27 10:13:45.783 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Tecvayli
2025-06-27 10:13:45.784 | INFO     | adapters.download_file:download_pdf:92 - Downloading 129/1477 : Remicade
2025-06-27 10:13:45.826 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Remicade. Retrying...(1/5)
2025-06-27 10:13:47.416 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Rivaroxaban-viatris
2025-06-27 10:13:47.434 | INFO     | adapters.download_file:download_pdf:137 - Rivaroxaban-viatris recorded in failed_urls_authorised.csv
2025-06-27 10:13:47.435 | INFO     | adapters.download_file:download_pdf:92 - Downloading 130/1477 : Ibrance
2025-06-27 10:13:47.476 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ibrance. Retrying...(1/5)
2025-06-27 10:13:48.530 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ibrance. Retrying...(2/5)
2025-06-27 10:13:49.516 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(5/5)
2025-06-27 10:13:49.890 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Remicade. Retrying...(2/5)
2025-06-27 10:13:53.525 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Spexotras
2025-06-27 10:13:53.543 | INFO     | adapters.download_file:download_pdf:137 - Spexotras recorded in failed_urls_authorised.csv
2025-06-27 10:13:53.544 | INFO     | adapters.download_file:download_pdf:92 - Downloading 131/1477 : Mysimba
2025-06-27 10:13:53.584 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ibrance. Retrying...(3/5)
2025-06-27 10:13:53.585 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Mysimba. Retrying...(1/5)
2025-06-27 10:13:53.618 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Roclanda. Retrying...(2/5)
2025-06-27 10:13:54.630 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ibrance. Retrying...(4/5)
2025-06-27 10:13:56.063 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Finlee. Retrying...(3/5)
2025-06-27 10:13:58.690 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ibrance. Retrying...(5/5)
2025-06-27 10:14:00.930 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Remicade. Retrying...(3/5)
2025-06-27 10:14:02.817 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Roclanda
2025-06-27 10:14:02.818 | INFO     | adapters.download_file:download_pdf:92 - Downloading 132/1477 : Zeffix
2025-06-27 10:14:02.865 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Zeffix. Retrying...(1/5)
2025-06-27 10:14:02.984 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Remicade. Retrying...(4/5)
2025-06-27 10:14:03.114 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Finlee. Retrying...(4/5)
2025-06-27 10:14:05.056 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Remicade. Retrying...(5/5)
2025-06-27 10:14:05.696 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Ibrance
2025-06-27 10:14:05.718 | INFO     | adapters.download_file:download_pdf:137 - Ibrance recorded in failed_urls_authorised.csv
2025-06-27 10:14:05.718 | INFO     | adapters.download_file:download_pdf:92 - Downloading 133/1477 : Cholestagel
2025-06-27 10:14:05.758 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cholestagel. Retrying...(1/5)
2025-06-27 10:14:06.630 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Mysimba. Retrying...(2/5)
2025-06-27 10:14:06.912 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Zeffix. Retrying...(2/5)
2025-06-27 10:14:08.166 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Finlee. Retrying...(5/5)
2025-06-27 10:14:15.068 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Remicade
2025-06-27 10:14:15.086 | INFO     | adapters.download_file:download_pdf:137 - Remicade recorded in failed_urls_authorised.csv
2025-06-27 10:14:15.087 | INFO     | adapters.download_file:download_pdf:92 - Downloading 134/1477 : Imcivree
2025-06-27 10:14:15.325 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Imcivree
2025-06-27 10:14:15.326 | INFO     | adapters.download_file:download_pdf:92 - Downloading 135/1477 : Leqembi
2025-06-27 10:14:15.392 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Leqembi
2025-06-27 10:14:15.393 | INFO     | adapters.download_file:download_pdf:92 - Downloading 136/1477 : Atazanavir-krka
2025-06-27 10:14:15.441 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Atazanavir-krka. Retrying...(1/5)
2025-06-27 10:14:17.182 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Zeffix
2025-06-27 10:14:17.183 | INFO     | adapters.download_file:download_pdf:92 - Downloading 137/1477 : Corbilta
2025-06-27 10:14:17.223 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Corbilta. Retrying...(1/5)
2025-06-27 10:14:17.680 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Mysimba. Retrying...(3/5)
2025-06-27 10:14:20.812 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cholestagel. Retrying...(2/5)
2025-06-27 10:14:21.170 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Finlee
2025-06-27 10:14:21.188 | INFO     | adapters.download_file:download_pdf:137 - Finlee recorded in failed_urls_authorised.csv
2025-06-27 10:14:21.189 | INFO     | adapters.download_file:download_pdf:92 - Downloading 138/1477 : Abrysvo
2025-06-27 10:14:21.269 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Abrysvo
2025-06-27 10:14:21.270 | INFO     | adapters.download_file:download_pdf:92 - Downloading 139/1477 : Tevimbra
2025-06-27 10:14:21.377 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Tevimbra
2025-06-27 10:14:21.378 | INFO     | adapters.download_file:download_pdf:92 - Downloading 140/1477 : Tecartus
2025-06-27 10:14:21.417 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tecartus. Retrying...(1/5)
2025-06-27 10:14:22.864 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cholestagel. Retrying...(3/5)
2025-06-27 10:14:24.489 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tecartus. Retrying...(2/5)
2025-06-27 10:14:24.733 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Mysimba. Retrying...(4/5)
2025-06-27 10:14:25.483 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Atazanavir-krka. Retrying...(2/5)
2025-06-27 10:14:26.267 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Corbilta. Retrying...(2/5)
2025-06-27 10:14:29.315 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Corbilta. Retrying...(3/5)
2025-06-27 10:14:30.550 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tecartus. Retrying...(3/5)
2025-06-27 10:14:30.906 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cholestagel. Retrying...(4/5)
2025-06-27 10:14:34.614 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Corbilta
2025-06-27 10:14:34.615 | INFO     | adapters.download_file:download_pdf:92 - Downloading 141/1477 : Camzyos
2025-06-27 10:14:34.683 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Camzyos. Retrying...(1/5)
2025-06-27 10:14:35.533 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Atazanavir-krka. Retrying...(3/5)
2025-06-27 10:14:35.777 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Mysimba. Retrying...(5/5)
2025-06-27 10:14:36.582 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Atazanavir-krka. Retrying...(4/5)
2025-06-27 10:14:38.957 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cholestagel. Retrying...(5/5)
2025-06-27 10:14:39.685 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Tecartus
2025-06-27 10:14:39.686 | INFO     | adapters.download_file:download_pdf:92 - Downloading 142/1477 : Opdivo
2025-06-27 10:14:39.992 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Opdivo
2025-06-27 10:14:39.993 | INFO     | adapters.download_file:download_pdf:92 - Downloading 143/1477 : Takhzyro
2025-06-27 10:14:40.034 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Takhzyro. Retrying...(1/5)
2025-06-27 10:14:41.745 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Camzyos. Retrying...(2/5)
2025-06-27 10:14:42.075 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Takhzyro. Retrying...(2/5)
2025-06-27 10:14:42.780 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Mysimba
2025-06-27 10:14:42.802 | INFO     | adapters.download_file:download_pdf:137 - Mysimba recorded in failed_urls_authorised.csv
2025-06-27 10:14:42.802 | INFO     | adapters.download_file:download_pdf:92 - Downloading 144/1477 : Xofluza
2025-06-27 10:14:42.803 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Camzyos. Retrying...(3/5)
2025-06-27 10:14:42.843 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Xofluza. Retrying...(1/5)
2025-06-27 10:14:42.962 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Cholestagel
2025-06-27 10:14:42.981 | INFO     | adapters.download_file:download_pdf:137 - Cholestagel recorded in failed_urls_authorised.csv
2025-06-27 10:14:42.981 | INFO     | adapters.download_file:download_pdf:92 - Downloading 145/1477 : Upstaza
2025-06-27 10:14:43.021 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Upstaza. Retrying...(1/5)
2025-06-27 10:14:45.117 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Takhzyro. Retrying...(3/5)
2025-06-27 10:14:46.875 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Camzyos. Retrying...(4/5)
2025-06-27 10:14:51.187 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Takhzyro. Retrying...(4/5)
2025-06-27 10:14:51.632 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Atazanavir-krka. Retrying...(5/5)
2025-06-27 10:14:52.081 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Xofluza
2025-06-27 10:14:52.082 | INFO     | adapters.download_file:download_pdf:92 - Downloading 146/1477 : Wezenla
2025-06-27 10:14:52.133 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Wezenla. Retrying...(1/5)
2025-06-27 10:14:53.065 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Upstaza. Retrying...(2/5)
2025-06-27 10:14:57.240 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Takhzyro. Retrying...(5/5)
2025-06-27 10:14:59.919 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Camzyos. Retrying...(5/5)
2025-06-27 10:15:03.648 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Atazanavir-krka
2025-06-27 10:15:03.661 | INFO     | adapters.download_file:download_pdf:137 - Atazanavir-krka recorded in failed_urls_authorised.csv
2025-06-27 10:15:03.662 | INFO     | adapters.download_file:download_pdf:92 - Downloading 147/1477 : Prasugrel-viatris
2025-06-27 10:15:03.701 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Prasugrel-viatris. Retrying...(1/5)
2025-06-27 10:15:04.185 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Wezenla. Retrying...(2/5)
2025-06-27 10:15:04.306 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Upstaza
2025-06-27 10:15:04.307 | INFO     | adapters.download_file:download_pdf:92 - Downloading 148/1477 : Temozolomide-accord
2025-06-27 10:15:04.346 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Temozolomide-accord. Retrying...(1/5)
2025-06-27 10:15:07.241 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Takhzyro
2025-06-27 10:15:07.260 | INFO     | adapters.download_file:download_pdf:137 - Takhzyro recorded in failed_urls_authorised.csv
2025-06-27 10:15:07.260 | INFO     | adapters.download_file:download_pdf:92 - Downloading 149/1477 : Verzenios
2025-06-27 10:15:07.411 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Verzenios
2025-06-27 10:15:07.412 | INFO     | adapters.download_file:download_pdf:92 - Downloading 150/1477 : Novorapid
2025-06-27 10:15:07.515 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Novorapid
2025-06-27 10:15:07.516 | INFO     | adapters.download_file:download_pdf:92 - Downloading 151/1477 : Riximyo
2025-06-27 10:15:07.555 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(1/5)
2025-06-27 10:15:08.597 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(2/5)
2025-06-27 10:15:09.641 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(3/5)
2025-06-27 10:15:09.924 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Camzyos
2025-06-27 10:15:09.943 | INFO     | adapters.download_file:download_pdf:137 - Camzyos recorded in failed_urls_authorised.csv
2025-06-27 10:15:09.944 | INFO     | adapters.download_file:download_pdf:92 - Downloading 152/1477 : Efficib
2025-06-27 10:15:09.999 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Efficib. Retrying...(1/5)
2025-06-27 10:15:13.388 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Temozolomide-accord. Retrying...(2/5)
2025-06-27 10:15:14.070 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Efficib. Retrying...(2/5)
2025-06-27 10:15:14.748 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Prasugrel-viatris. Retrying...(2/5)
2025-06-27 10:15:16.226 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Wezenla. Retrying...(3/5)
2025-06-27 10:15:17.679 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(4/5)
2025-06-27 10:15:19.723 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(5/5)
2025-06-27 10:15:21.289 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Wezenla. Retrying...(4/5)
2025-06-27 10:15:23.735 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Riximyo
2025-06-27 10:15:23.753 | INFO     | adapters.download_file:download_pdf:137 - Riximyo recorded in failed_urls_authorised.csv
2025-06-27 10:15:23.753 | INFO     | adapters.download_file:download_pdf:92 - Downloading 153/1477 : Truxima
2025-06-27 10:15:23.801 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Truxima. Retrying...(1/5)
2025-06-27 10:15:28.336 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Wezenla. Retrying...(5/5)
2025-06-27 10:15:28.434 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Temozolomide-accord. Retrying...(3/5)
2025-06-27 10:15:29.133 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Efficib. Retrying...(3/5)
2025-06-27 10:15:29.991 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Prasugrel-viatris
2025-06-27 10:15:29.992 | INFO     | adapters.download_file:download_pdf:92 - Downloading 154/1477 : Xolair
2025-06-27 10:15:30.036 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Xolair. Retrying...(1/5)
2025-06-27 10:15:31.845 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Truxima. Retrying...(2/5)
2025-06-27 10:15:32.341 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Wezenla
2025-06-27 10:15:32.354 | INFO     | adapters.download_file:download_pdf:137 - Wezenla recorded in failed_urls_authorised.csv
2025-06-27 10:15:32.355 | INFO     | adapters.download_file:download_pdf:92 - Downloading 155/1477 : Sixmo
2025-06-27 10:15:32.411 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sixmo. Retrying...(1/5)
2025-06-27 10:15:35.077 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Xolair. Retrying...(2/5)
2025-06-27 10:15:38.452 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sixmo. Retrying...(2/5)
2025-06-27 10:15:38.483 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Temozolomide-accord. Retrying...(4/5)
2025-06-27 10:15:43.200 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Efficib. Retrying...(4/5)
2025-06-27 10:15:43.528 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Temozolomide-accord. Retrying...(5/5)
